reviewerID,reviewText,normalized_overall
A3P738KVXL2YYM,CAN I SAY MORE WELL THIS NEAT LITTLE ICE CREAM MAKER DOESNT TAKE UP MUCH SPACE ON THE COUNTER WHEN IN USE AMP STORES EASILY THE BASE IS NO WIDER IN DIAMETER THAN A DINNER PLATE THE METAL CONTAINER PORTION OF THE ICE CREAM MAKER HAS HOLLOW WALLS THAT ARE FILLED WITH A FLUID AFTER HAVING IT IN THE FREEZER OVERNIGHT WHEN ITS THOROUGHLY FROZEN YOU PUT IT ON THE BASE FILL IT WITH THE INGREDIENTS FOR WHATEVER FLAVOR OF ICE CREAM YOU DESIRE PUT THE MIXING BLADE IN AND THE TOP ON THEN FLIP THE SWITCH ABOUT A HALF HOUR TO AN HOUR LATER YOU HAVE FRESH DELICIOUS ICE CREAM ITS THAT SIMPLE YOU CAN COVER THE ORIGINAL CONTAINER AND SLIP IT IN THE FREEZER FOR LATER OR YOU CAN DISH IT OUT AND WASH AND REFREEZE THE CONTAINER IT IS VERY EASY TO CLEAN ALSO BY THE WAY ITS THE BEST ICE CREAM YOULL EVER HAVE BUY THIS AS I DID AND YOU WONT BE SORRY,PERFECT
ARXU3FESTWMJJ,I GREATLY ENJOYED A DONVIER BACK WHEN THEY WERE POPULARTHIS PRODUCT IS SIMILAR BUT WITH THE NICE EXTRA FEATURE OF DOING THE STIRRING FOR YOU LIKE OTHER REVIEWERS HAVE SAID YOU NEED TO BE SURE THE FREEZER BOWL IS FROZEN SOLID BEFORE STARTINGI WOULD PUT IT IN A FREEZER ON A VERY COLD SETTING FOR AT LEAST HOURS REFRIGERATE YOUR MIXTURE AFTER MAKING IT FOR AT LEAST A COUPLE HOURS I USUALLY RUN THE ICE CREAM MAKER UNTIL THE ICE CREAM IS TOO HARD FOR IT TO EASILY STIR AND THEN TAKE THE FREEZER BOWL OUT COVER IT WITH FOIL AND PUT IT BACK IN THE FREEZER TO GET EXTRA HARD BEFORE SERVING IT COMES OUT GREAT I HAVE VERY LITTLE PROBLEM WITH ICE CRYSTALS FORMING,NOTPERFECT
ATKQSOKCN1ZT0,IVE HAD MY CUISINART ICE CREAM MAKER FOR YEARS NOW AND AM STILL DELIGHTED WITH IT I EVEN BOUGHT AN EXTRA FREEZER BOWL IN CASE I WANT TO MAKE FLAVORS THE SAME DAY I DO MAKE SURE TO STOP THE FREEZER AFTER MINUTES OF OPERATION OR THE ICE CREAM WILL START TO SOFTEN AND I LEARNED EARLY ON TO CHILL THE INGREDIENTS OVERNIGHT OR THE ICE CREAM WONT FREEZE JUST GETS THICK BUT ITS A GREAT ITEM AND DOESNT TAKE UP MUCH SPACE ON THE COUNTER IM ESPECIALLY HAPPY WITH IT SINCE I CANT EAT REGULAR ICE CREAM BECAUSE OF LACTOSE INTOLERANCE SO I USE LIQUID NONDAIRY CREAMER TO MAKE ICE CREAM IN THIS FREEZER AND ITS VERY SATISFACTORY,PERFECT
A2J87CYIQ2A3XB,IS HOMEMADE ICE CREAM I AM EXTREMELY PLEASED WITH MY PURCHASE OF THIS SIMPLE BUT AMAZING UNIT NO MESS QUICK EASY HOME MADE ICE CREAM ONCE YOUVE TASTED YOUR FIRST SCOOP YOULL BE ADDICTED GREAT FOR FROZEN DRINKS TOO INCLUDING ALCOHOLIC DRINKS LIKE PINA COLADA AND FROZEN JACK N COKESOLID CONSTRUCTION POWERFUL MOTOR ITS NOISY BUT NOT TOO MUCHTHE ICE CREAM FROM THIS OR ANY ICE CREAM MAKER COMES OUT SOFT SERVE BUT ITS REALLY TRUE IF YOU PUT THE ICE CREAM IN THE FREEZER FOR ANOTHER HOURS IT HARDENS TO THE EXACT SAME CONSISTENCY AS STOREBOUGHT ICE CREAM ITS SURPRISING THE FIRST TIME YOU TRY THIS BECAUSE YOU THINK ITLL COME OUT SOLID LIKE A BLOCK OF ICE BUT IT DOESNT ITS SOFT BUT SCOOPABLE,PERFECT
A1ORPB92IO2W50,THE BEST AND FASTEST WAY TO MAKE EXCELLENT ICE CREAM AND SORBET WONDERFUL PRODUCTCUISINART ICE AUTOMATIC QUART ICECREAM MAKER WHITE,PERFECT
A17SZZO9LM3WYC,I ORDERED THE CUISINART ICE CREAM MAKER AFTER READING ALL OF THE REVIEWS ON AMAZON AND IT IS ONE OF THE BEST PURCHASES I HAVE EVER MADE TO BE HONEST I THOUGHT THAT MAKING HOMEMADE ICE CREAM WOULD BE JUST TOO DIFFICULT BUT WITH THE CUISINART IVE MADE IT THREE TIMES IN THE PAST WEEK YOU SIMPLE MIXUP THE INGREDIENTS CHILL AND THEN POUR INTO THE PREFROZEN BOWL PERFECT EVERY TIME I HIGHLY RECOMMEND THE BOOK QUOTGELATO ITALIAN ICE CREAM SORBETTI AMP GRANITEQUOT BY PAMELA SHELDON JOHNS AS A GREAT ADDON I ORDERED THE BOOK WITH THE HOPE OF BEING ABLE TO DUPLICATE THE STRACCIATELLA GELATO I HAD WHILE ON VACATION IN ITALY THE RECIPE WAS SIMPLE HEAVY CREAM MILK SUGAR VANILLA AND SHAVED CHOCOLATE AND THE RESULTS WERE FABULOUSTHIS MACHINE WOULD MAKE A GREAT GIFT AS WELL,PERFECT
AVRV5S5L7MJNC,IT WORKS PERFECTLY THE BATCH IS ENOUGH FOR A FAMILY WELL ASSUMING EVERYBODY GET A REGULAR SIZE CUP YOU HAVE TO FREEZE THE CONTAINER FOR A DAY BUT IT IS AN UNEXPENSIVE MACHINE COMPARE TO THOSE FREEZER UNITS WHICH COST A LOT MORE,PERFECT
A1ER13QPI3LSS4,I BOUGHT MINE AT BED BATH BEYOND FOR THIS IS THE BEST ICE CREAM I HAVE EVER TASTEDTHE ICE CREAM COMES OUT SOFT SERVE BUT IF YOU WILL FREEZE FOR A FEW HOURS IT COMES OUT HARD JUST LIKE STORE BOUGHTMY KIDS LOVE THE LEMON SORBETS I WOULD BUY THIS PRODUCT AGAIN AGAIN,PERFECT
ABU33JUJYQKHL,SOFT SERVE AT BEST IS WHAT THIS UNIT DOES I FOLLOWED THE INSTRUCTIONS TO THE LETTER THE FREEZER CONTAINER WAS KEPT AT DEGREES FOR HOURS THE MIX WAS KEPT IN THE FRID FOR HOURS TO HOPEFULLY ASSIST IN KEEPING THINGS COLD THE UNIT WORKS WELL AND WITHIN MINUTES I HAD A NICE BATCH OF SOFT SERVE HOWEVER ALL THE UNIT DOES IS SAVE YOU THE TROUBLE OF MIXING THE BATCH BY HAND I THINK ICE CREAM MEANS IT SHOULDNT FLOW OUT OF THE CONTAINER UNTIL IT MELTS THIS IT POURABLE INTO A DISH ON A HOT DAY OF SAY DEGREES THIS WOULDNT LAST LONG ENOUGH TO LICK A CONE OF IT BEFORE IT WAS RUNNING DOWN YOUR ARM I CAN DEAL WITH HAND MIXING FROM NOW ON AND PLACING THE BATCH IN THE FREEZER AND WAITING,NOTPERFECT
A2A1NHMIM8QR7T,I PICKED THIS UP AT THE START OF SUMMER IVE MADE QUITE A FEW BATCHES OF ICE CREAM MY FAVORITES COME FROM THE BEN JERRY COOK BOOK THERE ARE A LOT OF BENEFITS FROM MAKING YOUR OWN ICE CREAM ITS CHEAPER ITS REWARDING ITS HEALTHIER TOO EVEN IF YOU MAKE THE MOST DECADENT ICE CREAMS YOURE STILL USING ALL NATURAL INGREDIENTS WITH NO PRESERVATIVESTHERE ARE SOME TRICKS TO THIS MACHINE THAT GREATLY HELP PERFORMANCE MAKE SURE THE BOWL IS FROZEN LEAVE IT OVERNIGHT SHAKE IT AND IF ANYTHING SLOSHES ITS NOT READY CHILL ALL INGREDIENTS EVEN IF THE INGREDIENTS JUST CAME FROM THE FRIDGE PUT THE BATTER BACK IN I TEST MY BATTER TO MAKE SURE ITS DEGREES BEFORE STARTING THIS WILL MAKE THE FREEZING PROCESS MORE GRADUAL WHICH MEANS THE ICE CRYSTALS WILL BE SMALLER SMALL CRYSTALS MEAN A SMOOTHER TEXTURE I LET THE MACHINE WORK UNTIL THERES LITTLE OR NO MOVEMENT IN THE ICE CREAM THIS DEPENDS ON HOW MUCH YOUVE GOT IN THE MACHINE BUT MY RECIPES MAKE THE ICE CREAM EXPAND UP ABOVE THE LIP OF THE CONTAINER WHEN ICE CREAM FORMS OVER THE PADDLE AND DOESNT GET FOLDED BACK IN THATS WHEN I TURN IT OFF LET IT FIRM UP IN THE FREEZER FOR HOURS IT WILL BE SOFT MAYBE EVEN RUNNY OUT OF THE MACHINE I TRY TO AVOID RUNNY SO NEXT TIME EITHER LET THE MACHINE RUN LONGER OR YOUR KITCHEN MAY BE TOO WARM WHY IS RUNNY BAD RUNNY IS LIQUID AND YOU WANT TO TRY AND KEEP AIR IN THE ICE CREAM SO THE FIRMER IT IS GOING IN THE BETTER GET IT IN THE FREEZER FAST ALSO RESIST THE URGE TO PACK THE ICE CREAM DOWN WITH EITHER A UTENSIL OR BY DROPPING IT ON THE COUNTER A SMOOTH SURFACE MAY LOOK NICE BUT YOU WANT TO KEEP AIR IN THE ICE CREAM THE AIR IS WHAT MAKES IT EASY TO SCOOP AND GIVES IT A GOOD TEXTURE PUT THE BOWL IN A PLASTIC BAG WHILE IN FREEZER THIS KEEP THE FROST OUT AND IMPROVES TASTE MAKE SURE ITS COMPLETELY DRY BEFORE GOING BACK IN THE FREEZER ID ALSO RECOMMEND GOING ALL OUT AND USING RICH CREAM BATTERS THESE HAVE THE LEAST WATER AND WILL HAVE THE BEST TEXTURE ID PREFER ONE SCOOP OF REALLY GOOD ICE CREAM TO OF A CRAPPY SORBET ADD SOLID STUFF NEAR THE END WAIT UNTIL THE LAST OF FREEZING TO ADD YOUR BERRIES CHIPS ETC THIS WILL HELP TO EVENLY DISTRIBUTE STUFF THROUGHOUT THE MIXTURE I LIKE TO MAKE STRAWBERRY SO I MASH MY BERRIES DRIZZLE IN THE JUICE THEN PUT THE MUSH IN DURING THE LAST OF THE CYCLE STORE ICE CREAM IN AN AIR TIGHT CONTAINER WITH PLASTIC WRAP PUSHED DOWN TO THE SURFACE I USE QUART RUBBERMADE CONTAINERS THEY FIT PERFECTLY AND ALLOW THE LEAST AMOUNT OF FREEZER AIR TO TOUCH THE ICE CREAM FAT EASILY OBSORBS ODERS AND CAN MAKE YOUR ICE CREAM TASTE FUNKY YOU COULD JUST KEEP IT IN THE BOWL BUT I WOULDNT DO THAT UNLESS YOU PLAN TO EAT IT ALL LATER THAT DAY PLUS THE SOONER YOU GET THE BOWL CLEAN AND BACK IN THE FREEZER THE SOONER YOU CAN MAKE MORE ICE CREAMIVE USED A GE MODEL THAT HAD TWO SPEEDS THE SLOWER SPEED SEEMED TO FREEZE BETTER I ALSO KNOW OF SOME MACHINES THAT HAVE A REVERSE FUNCTION I WOULD BE INTERESTED IN CHECKING THESE OUT IF THIS ONE EVER DIESMINE CAME WITH AN EXTRA BOWL WHICH IS NICE TO HAVE ONE ALWAYS FROZENIN ALL A GREAT PURCHASE AND A PRETTY GOOD PRICE HAVENT BOUGHT ICE CREAM FROM THE STORE SINCE,NOTPERFECT
A38MLLWYZGMQ04,IN A COOKING CLASS I SHARED A TABLE WITH A LADY WHO REGALED ME WITH ALL THE DIFFERENT FLAVORS OF ICE CREAM SHE EXPERIMENTED WITH THAT IDEA APPEALED TO ME SO THAT I WENT STRAIGHT TO AMAZON AND BOUGHT MY FIRST ICE CREAM MAKER JUST TWO DAYS AGO MY CUISANART ICE CREAM MAKER QUART ARRIVED AND THE FREEZER BOWL WENT STRAIGHT INTO THE FREEZER THIS ICE CREAM MAKER IS VERY EASY TO USE AND COMES WITH VERY CLEAR INSTRUCTIONS I DISCOVERED THAT YOU MUST FOLLOW THE INSTRUCTIONS EXACTLY THE BLADE MUST BE SEATED IN THE BOWL THE LID PUT ON AND THE POWER TURNED ON IN THAT EXACT SEQUENCE BEFORE POURING THE BATTER INTO THE FREEZER BOWL IF THAT SEQUENCE IS NOT FOLLOWED THE LID WONT FIT PROPERLY ONE OF THE REAL PLUS FACTORS OF THIS PRODUCT IS THAT IT IS EASY TO MAKE ONLY A PINT AT A TIME SINCE I AM EXPERIMENTING WITH A VARIETY OF FLAVORS THE FACT THAT THE ICE CREAM IS SOFT WHEN FINISHED IS ALSO A PLUS FACTOR FOR ME BECAUSE IT IS THEN EASY TO POUR THE ICE CREAM INTO MY PINT CONTAINERS IF THE FINISHED PRODUCT WERE AS SOLID AS IT BECOMES AFTER GOING BACK INTO THE FREEZER IT WOULD BE TOO HARD TO GET THE ICE CREAM OUT OF THE FREEZER BOWL AND INTO THE PINT CONTAINERS I HAVE MAKE FIVE PINT BATCHES OF ICE CREAM IN SEVEN DAYS AND COULDNT BE HAPPIER WITH THIS MAKER,PERFECT
A2ZS2JNLSCCRWR,THIS WAS A GOOD PURCHASE AND THE RECIPE BOOK IS GREAT IVE MADE HALF OF THEM NOW SOME WERE AWESOME SOME GOOD SOME DIDNT WORK THE ONLY NEGATIVE WAS THAT IT WAS PRETTY LOUD AND IT GOT HOT AROUND THE BASE AFTER MINUTES OR SO WHICH I FOUND STRANGE AN ICE CREAM MAKER SHOULDNT GET HOT THE ICE CREAM IS STILL REALLY YUMMY BUT THE MACHINE COULD USE A FEW MECHANICAL TWEEKS OVERALL FOR IT DOES THE JOB AND THERE HAVENT BEEN ANY MAJOR PROBLEMS,NOTPERFECT
A1ASVBNJZVTYKX,I PURCHASED THIS ICE CREAM MAKER SO THAT MY HUSBAND AND I CAN ENJOY LOW OR NO CARB ICE CREAM IT MAKES THE BEST ICE CREAM EASY CLEAN UP THE ONE THING I DID WRONG THE FIRST TIME I ATTEMPTED TO USE IT WAS TO POUR THE MIX IN BEFORE TURNING ON THE MACHINENOT VERY SMART THE MIXTURE FROZE ALONG THE BOTTOM AND SIDES IN NO TIME AND MY MACHINE JAMMED AFTER THAT FIRST FIASCO MY HOMEMADE ICE CREAM HAS BEEN YUMMY,PERFECT
A2EEF4XM2YSPK8,USE YOUR FAVORITE SODA TO MAKE GREAT SLUSHIES NO DIET THOUGH IT DOESNT WORK NEEDS SUGAR TO KEEP IT LOOSE MY KIDS LOVE ITYOU COULD EVEN USE LEMONADE FLAVORED WITH SUGAR OR FOR ADULTS FROZEN MARGUARITAS WE LOVE OUR ICE CREAM MAKER,PERFECT
A21TGQNCXUVP79,THIS IS A GREAT LITTLE MACHINE WITHOUT THE HASSLE OF USING ICE OR SALT YOURE ALWAYS READY TO WHIP UP SOME HOMEMADE ICE CREAM IVE MADE VARIATIONS OF VANILLA EGGNOG LEMON CINNAMON DULCE DE LECHE AND OTHERS IN THIS THIS MACHINE MAKES ICECREAM MAKING SO MUCH FUN I HIGHLY RECOMMEND THIS,PERFECT
A30GUULP4FZLTI,I WOULD NOT RECOMMEND BUYING THIS ICE CREAM MAKER IT IS MADE ENTIRELY OUT OF CHEAP PLASTIC AND THE MOTOR SOUNDS LIKE A DENTIST DRILL EVEN THE CANISTER IS MADE OUT OF PLASTIC AND NOW THERE ARE SCRATCHES IN IT FROM WHEN I SCOOPED THE ICE CREAM OUT WITH A METAL SPOON I FOLLOWED THE DIRECTIONS EXACTLY AND AFTER HOUR IT WAS STILL LIQUIDTHE NEXT TIME I USED IT AGAIN HAVING THE CANISTER IN THE FREEZER FOR HOURS PRIOR TO MAKING THE RECIPE I PUT THE MIXTURE IN THE CANISTER AND THEN PUT IT IN THE FREEZER AND COVERED IT WITH TIN FOIL I HANDSTIRRED THE MIXTURE EVERY MINUTES AND AFTER HOUR IT WAS DONEINSTEAD OF BUYING THIS PRODUCT I WOULD RECOMMEND MIXING THE INGREDIENTS TOGETHER AND THEN PUTTING IT IN A PLAIN PLASTIC CONTAINER DIRECTLY IN THE FREEZER IT WILL TAKE HOURS FOR IT TO HARDEN YOU CAN USE THE FOLLOWING RECIPE TO START OZ PLAIN FROZEN STRAWBERRIES SLIGHTLY THAWED CUP SUGAR OZ HEAVY WHIPPING CREAMPUREE THE STRAWBERRIES AND SUGAR MIX IN THE WHIPPING CREAM WITH THE OTHER INGREDIENTS FOR ABOUT MINUTES OR UNTIL THE WHIPPING CREAM THICKENS POUR INTO A PLASTIC CONTAINER AND PLACE IN THE FREEZER YOU MAY WISH TO STIR THE MIXTURE EVERY HOURS SO THAT IT HARDENS MORE QUICKLY,NOTPERFECT
A1RJU8O61TBC5N,GREAT QUICK MACHINE A LITTLE NOISY BUT SIMILAR TO MOST ICE CREAM MACHINESEXCEPT MAKES FRESH ICE CREAM IN MINUTES,PERFECT
A3VNR2XOCMGFEP,I BOUGHT THIS FOR MY HUSBAND WHO IS AN ICE CREAM JUNKIE WE HAVE BOTH MADE ICE CREAM THE OLD FASHIONED WAY AND THE CUISINART IS SO EASY WE KEEP THE BOWL IN THE FREEZER READY TO GO THE BOWL DOES NEED TO FREEZE AT LEAST OVERNIGHT WE RUN THE ICE CREAM MAKER FOR MIN IT MAKES A NICE SOFT SERVE ICE CREAM IF YOU WANT IT FIRMER PUT IT IN A CONTAINER THE FREEZER THE UNIT CLEANS UP EASILY I GIVE THIS STARS,PERFECT
A7EK88GF8N40F,ALL YOU NEED TO KNOW IS THAT MINE BROKE THE FIRST TIME I USED IT THE CLEAR TOP DIDNT FIT ON THE BASE AND WHEN I WENT TO DISMANTLE THE INNER ARM IT BROKE IN MY HANDSIT MAY HAVE BEEN DEFECTIVE I DONT KNOW BUT I CERTAINLY WOULDNT RECOMMEND IT,NOTPERFECT
AUXMG8W2U8AOK,I WAS IMPRESSED WITH THE SALE PRICE SO I BOUGHT THIS ON A WHIM AN ICE CREAM MAKER ROOKIE I WAS RATHER SKEPTICAL BY THE EASEOFUSE CLAIMS HOWEVER I WAS PLEASANTLY SURPRISED THAT THE PRODUCT IS EASY TO USE AND MAKES YUMMY DESSERTS IN A VERY SHORT PERIOD OF TIME FREEZING TIME MINUTES PREP MINUTES MACHINEIN ORDER TO MAKE FROZEN DESSERTS ANYTHING FROM ICE MILK TO MARGARITAS ALL YOU HAVE TO DO IS FREEZE THE BOWL ASSEMBLE THE MACHINE POUR IN YOUR INGREDIENTS AND TURN IT ON THATS ITNOTES THE INSTRUCTION BOOK CONTAINS A FEW BASIC RECIPIES INCLUDING VANILLA ICE CREAM AND SHERBET TO GET YOU STARTED THIS IS HELPFUL IF YOU WANT TO MAKE A BATCH RIGHT AWAY WATCH THE PROPORTIONS IN THE RECIPIES AS THEY ARE NOT EXACT YOU MAY WANT TO TASTE YOUR MIXTURE BEFORE PUTTING IT INTO THE MACHINE FOR EXAMPLE THE QUOTVERY BERRY FROZEN YOGURTQUOT RECIPE FEATURED IN THE BOOK ASKED FOR ONLY A CUP OF SUGAR FAR TOO LITTLE THE MACHINE IS CONSIDERABLY LOUDER THAN YOU MAY EXPECT THINK BLENDER AMP OLD DISWASHER COMBINED IT WOULD BE PRUDENT TO MAKE ICE CREAM BEFORE GUESTS COME OVER OR ELSE YOULL ALL BE YELLING OVER THE DIN THE MACHINE CONTAINS NO SMALL OR SHARP PARTS AS SUCH SMALL CHILDREN WITH YOUR SUPERVISION CAN USE THIS TO TRY OUT THEIR COOKING SKILLSENJOY,NOTPERFECT
A21FJ8CIZXSA8Y,AFTER READING THE REVIEWS OF THIS ICE CREAM MAKER HERE ON AMAZON I DECIDED TO GIVE IT A TRY AFTER MAKING SURE MY FREEZER WAS UNDER DEGREES WHICH IT WAS AS SOON AS IT ARRIVED I CLEANED THE BUCKET AND PUT IT IN THE FREEZER AND CHECKED THE PARTS SURE ITS A BIT PLASTICKY BUT THATS OKAY WITH ME THEN FOUND A RECIPE FOR SORBET MADE THE BASE AND PUT IT IN THE FRIDGE TWO HOURS BEFORE CHURNING I PUT THE BASE IN THE FREEZERAFTER READING SO MANY COMPLAINTS ABOUT THE NOISE I EXPECTED SOMETHING BETWEEN A VACUUM CLEANER AND AN AIRPLANE THATS WHY I WAS VERY PLEASANTLY SURPRISED AT HOW QUIET THE UNIT IS I TALKED TO MY SON ON MY CELL PHONE RIGHT NEXT TO IT WHILE IT WAS RUNNING AND I HAD NO PROBLEM HEARING HIM SURE IT MAKES SOME NOISE BUT NOTHING LIKE A BLENDER AND QUIETER THAN OUR KITCHEN FAN ON MEDIUMAFTER MINUTES I CHECKED AND THE MIXTURE WAS THICKENING SO I GAVE IT ANOTHER MINUTES WHEN I WAS FINISHED MY MIXTURE HAD THE TEXTURE OF A THICK MILKSHAKE SO I POPPED IT IN THE FREEZER AND IT HARDENED RIGHT UP AFTER MINUTES THE BUCKET WAS STILL VERY COLD EVEN THOUGH IT WAS OVER IN THE HOUSESO FAR SO GOOD IM VERY HAPPY WITH MY ICE CREAM MAKER AND LOOK FORWARD TO A SUMMER OF ICY TREATS,NOTPERFECT
A2R8AJQWX8J65Z,I ORDERED THIS RED ICE CREAM MAKER TO GIVE TO MY HUSBANDS DAUGHTER AND FAMILY FOR CHRISTMAS ALONG WITH A RED QUESADILLA MAKER I ORDERED THE CUISINART BECAUSE A FRIEND HAS THE STAINLESS ONE AND REALLY BRAGS ABOUT IT MAKES ICE CREAM OR TIMES A WEEK SAYS IT IS EASY AND GOOD I JUST KNOW THAT THEY WILL HAVE A GREAT FAMILY TIME TOGETHER MAKING ICE CREAM WITH THE RED ICE CREAM MAKER AND THE COLOR COULDNT BE ANY BETTER FOR A CHRISTMAS GIFT AND YES I SHOP EARLY SO THERES NOT SUCH A RUSH AROUND CHRISTMAS TIME,PERFECT
A3EPJSPH03AS29,LOVE THIS ICE CREAM MAKER I KEEP THE BOWL IN THE FREEZER IN A PLASTIC BAG AS RECOMMENDED SO ITS READY WHEN WE ARE DOESNT TAKE UP MUCH ROOM ITS THE PERFECT SIZE FOR MY HUSBAND AND ME HAVE USED THE BASIC VANILLA RECEIPE IN THE INSTRUCTION BOOK WITH EXCELLENT RESULTS ITS SO EASY I LIKE THAT THE TOP IS OPEN SO I CAN ADD THINGS LIKE FRESH STRAWBERRIES TO THE BATCH AS IT FREEZES I ADMIT I WASNT SURE IT WOULD WORK THE FIRST TIME IT SEEMED TOO EASY BUT SURE ENOUGH IN MINUTES WE WERE IN ICE CREAM HEAVEN WE LIKE TO TRANSFER THE ICE CREAM TO A TUPPERWARE CONTAINER AND STICK IT IN THE FREEZER FOR AN HOUR OR SO BEFORE EATING SO ITS FIRMER BUT IF WE CANT WAIT IM SENDING MY DAUGHTER ONE FOR A GIFT WE MIGHT USE OUR OLD SALT AND ICE FREEZER FOR A PLANTER OR SOMETHING,PERFECT
A24TVPGG6JGH4,HARD TO STAY ON A DIET WITH THIS ON THE COUNTER LOTS OF GREAT RECIPES AND THE ICE CREAM AND SORBET ARE YUMMY,PERFECT
A27DDHWHE540I5,IVE BEEN MAKING HOMEMADE ICE CREAM SINCE WHEN I GOT MY WARING ICE CREAM PARLOR MACHINE AND THE BEN JERRY BOOK AS A BIRTHDAY PRESENT TWENTYFIVE YEARS LATER I DONATED THE WARING MACHINE BECAUSE I NO LONGER HAD THE PATIENCE TO BOTHER WITH ALL THAT SLOPPY ICE CUBE SALTY MESS MACHINE STILL WORKED DONATED IT TO MY CHURCH I DID TONS OF ONLINE RESEARCH AND HANDS DOWN THIS MACHINE GOT TOP RATINGS NO MATTER WHAT SITE I VISITED SOME PLACES OFFER A ND BOWL FOR AN ADDITIONAL PRICE BUT I KNEW I WOULDNT NEED THAT MUCH ICE CREAM VERY QUIET AND MADE THE ND BATCH OF PEACH ICE CREAM IN RECORD TIME SET TIMER FOR MINUTES IT WAS DONE IN MINUTES EASY TO CLEAN VERY SMALL TO STORE BOWL IS KEPT PERMANENTLY IN DEEP FREEZE AT DEGREESNOTE THE MINISCULE CUISINART RECIPE BOOK THAT COMES WITH THIS STATES THAT THE BOWL WILL BE FROZEN WITHIN HOURS DONT BELIEVE IT WE DID AND ALMOST RETURNED THE MACHINE I CHECKED THE CANISTER AFTER HOURS AND IT DIDNT SLOSH ONE BIT BUT AFTER ONE HOUR OF PROCESSING THE CREAM MIXTURE IT WAS NO MORE FROZEN THAN THE EQUATOR SAVED THE CREAM MIXTURE TO TRY THE NEXT DAY FROZE IT FOR HOURS AND AS I SAID ABOVE IT MADE A BATCH IN MINUTES FLATIVE ALSO NOTICED THAT ALTHOUGH IT SAYS GENEROUS QUART SIZE MY RECIPE FOR QUART OF ICE CREAM CAME SO CLOSE TO THE TOP OF THE DASHER THAT IT ACTUALLY FLOWED OVER A BIT SO IM GOING TO USE SLIGHTLY LESS THAN CUP MEASUREMENTS FOR THE LIQUIDS WHEN I MAKE THE NEXT BATCHES TO AVOID THIS PROBLEMSO FAR WEVE MADE PEACH STRAWBERRY AND BANANA ICE CREAM TRY USING A HIGH QUALITY BUTTERMILK FOR CUP OF THE LIQUID ITS LOW CALORIE AND ADDS A NICE TWANG TO THE END RESULT,PERFECT
A2YLD81DDAYPVM,YES UPFRONT ILL SAY ITS A LITTLE NOISY BUT THAT KIND OF GOES WITH THE TERRITORY WORKS PERFECTLY JUST AS DESCRIBED IN THE DIRECTIONS I KEEP THE BOWL IN THE FREEZER ALL THE TIME NOW IT DOESNT TAKE UP AS MUCH ROOM AS I FEARED IT WOULD MAKES GREAT ICE CREAM ICE MILK BASES FOR MARGARITAS AND SORBETS AND OF COURSE FROZEN YOGURT I HIGHLY RECOMMEND GOING TO THE TROUBLE OF MAKING A CUSTARD BASED ICE CREAM ONCE YOU DO THAT YOU MAY NEVER MAKE IT ANY OTHER WAY ONCE YOU PRICE THE INGREDIENTS I CANNOT HONESTLY SAY MAKING ICE CREAM IS ALL THAT MUCH CHEAPER THAN BUYING IT BUT THE QUALITY IS FAR SUPERIOR TO STORE BOUGHT AND YOU HAVE THE ADDED BONUS OF KNOWING EXACTLY WHAT IS IN YOUR ICE CREAM,PERFECT
A3S3R88HA0HZG3,,PERFECT
A21JX86YJQL7OE,I HAVE TRIED DIFFERENT RECIPES IN THIS MACHINE SO FAR WERE FROM THE MANUAL THAT CAME WITH THE MACHINE AND ONE WAS FROM THE INTERNET ALL FROM THE MANUAL DID NOT HAVE VERY GOOD TEXTURE THE ICE CREAM WAS NOT CREAMY AND MELTY IT WAS EITHER ICY OR FUDGY I LIKE THE MACHINE IT IS EASY TO USE BUT ALSO QUITE LOUD WE ENDED UP MOVING IT IN TO THE BATHROOM WHILE IT CHURNED I THINK THE RECIPES IN THE MANUAL COULD USE SOME IMPROVEMENT SO THAT PEOPLE DONT BLAME THE MACHINE FOR THE ICE CREAM NOT COMING OUT VERY WELL THE RECIPE WE TRIED THAT WE GOT ONLINE WAS MOST LIKE REGULAR ICE CREAM BUT I DIDNT LIKE THAT IT HAD UNCOOKED EGGS IN IT,NOTPERFECT
A1AHOGNDY20F6F,THIS PRODUCT TURNED OUT TO BE WHAT I EXPECTED BASED ON OTHERS REVIEWSBUT IT DOES WHAT IT SAYS IF YOU FOLLOW THE DIRECTIONS CAREFULLYTHE ONLY THING IS THAT IT DOES NOT GET THE ICE CREAM TO A SOLID TEXTURELIKE SOFT SERVE AS OTHERS HAVE SAIDSO YOU CAN FREEZE IT MORE WITHIN A FEW HOURS IF PREFERRED AS I DIDIT IS SLIGHTLY NOISY BUT IT DOES NOT BOTHER MESOUND CAN BE COMPARED TO A BLOW DRYER ON LOW PERHAPS BUT NOT EXACTOTHER THAN THAT MINOR ISSUE IT WORKS PRETTY GOOD AND I INTEND TO USE IT PLENTYALSO I WAS GLAD TO PURCHASE IT IN MY FAVORITE COLOR RED,NOTPERFECT
